ID,Store Name,Street Address,City,State/Province,Country,Longitude,Latitude
189,Las Aguilas,"Calz. De los Leones #145, Locales 19 y 20 Col. Las Aguilas",Mexico City,DIF,MX,-99.2,19.36
190,Amsterdam,180 Sonora Avenue,Mexico City,DIF,MX,-99.17,19.41
191,Tecnoparque,Avenide Eje 5 Norte 990,Mexico City,DIF,MX,-99.18,19.5
192,Irrigacion,397 Avenue Miguel de Cervantes Saavedra,Mexico City,DIF,MX,-98.96,19.22
193,Torre Siglum,"Av. Insurgentes Sur No 1898 Local A, Col. Florida",Mexico City,DIF,MX,-99.19,19.35
194,MEX - Aeropuerto Sala Bravo,"Av. Capitan Carlos Leon s/n, Sala B",Mexico City,DIF,MX,-99.08,19.44
195,Parque Tezontle 1,1512 Avenue Canal de Tezontle,Mexico City,DIF,MX,-99.08,19.38
196,Parque Lindavista 2,"Colectores 13 No. 280, Col. Magdalena de las Salinas",Mexico City,DIF,MX,-99.13,19.49
197,Hospital Angeles Metropolitano,"Tlacotalpan No. 59, Col. Roma Sur",Mexico City,DIF,MX,-99.17,19.41
198,Torre Inverlat,Manuel Avila Camacho 1,Mexico City,DIF,MX,-99.2,19.43
199,Parque Lindavista 1,"Colectores 13 No. 280, Col. Magdalena de las Salinas",Mexico City,DIF,MX,-99.13,19.49
200,Tepepan,"Periferico Sur No. 4991 local 1, Col. Tepepan",Mexico City,DIF,MX,-99.14,19.28
201,Izcalli Mega,"Manzana C, # 24 B Av. 1 de Mayo, Col. Ce",Mexico City,DIF,MX,-99.21,19.65
202,222 Reforma 2,"222 Avenue Reforma, Col. Juarez. C.P.",Mexico City,DIF,MX,-99.16,19.43
203,City Walk,"Av. Santa Fe  482;  Col. Cruz Manca;, Del. Cuajimpala",Mexico City,DIF,MX,-99.27,19.36
204,Punta Norte,Autopista Chamapa-Lecheria S/N,Mexico City,DIF,MX,-99.2,19.6
205,Echegaray,Hacienda de Echegaray,Mexico City,DIF,MX,-99.23,19.49
206,El Rosario,"Av. Del Rosario No. 1025, Col El Rosario",Mexico City,DIF,MX,-99.2,19.5
207,Miguel Angel Quevedo 3,Av. Miguel Angel de Quevedo #287,Mexico City,DIF,MX,-99.18,19.35
208,Plaza Lilas,"Bosque de Lilas #92, Local,Centro Comerc",Mexico City,DIF,MX,-99.25,19.39
209,Insurgentes WTC -,"Montecito 38, Colonia Napoles District",Mexico City,DIF,MX,-99.17,19.39
210,Chapultepec Reforma,"Seccion 1RA,  Bosque de Chapultepec, Acceso Gratuitas",Mexico City,DIF,MX,-99.18,19.42
211,Super Plaza - Miramontes,"Av. Canal de Miramontes No. 2091, Col. Los Girasoles",Mexico City,DIF,MX,-99.12,19.31
212,Medica Sur II,"Puente de Piedra No. 150, Col. Torielo Guerra",Mexico City,DIF,MX,-99.16,19.3
213,Insurgentes Relox,"Av. Insurgentes Sur #2374., Col. Chimalistac",Mexico City,DIF,MX,-99.19,19.34
214,Americas Ecatepec,"Av. Central esq. Av. 1 de Mayo, Col. Jardines de Morelos, Ecatepec",Mexico City,DIF,MX,-103.38,20.7
215,C.C. Perisur,"Anillo Periferico No. 4690 Local 192, Ampliacion Pedregal de San Angel",Mexico City,DIF,MX,-99.19,19.3
216,Xola,Xola No.1159 Col. Narvarte,Mexico City,DIF,MX,-99.16,19.4
217,One o One,"Juan Salvador Agraz 61, Col. Santa Fe, Cuajimalpa",Mexico City,DIF,MX,-99.28,19.36
218,C.M Mixcoac,"Revolucion 780, Col. Mixcoac",Mexico City,DIF,MX,-99.19,19.38
219,Gabriel Mancera,"Av. Gabriel Mancera #1,357, Local 1",Mexico City,DIF,MX,-99.17,19.37
220,Metropoli Patriotismo,Av. Patriotismo #229,Mexico City,DIF,MX,-99.18,19.4
221,Santa Fe IMAX,Lateral Autopista Mexico-Toluca #1235,Mexico City,DIF,MX,-99.28,19.36
222,Samara I,"Ave Santa Fe No 94 Col Zedec Santa Fe, Office Tower",Mexico City,DIF,MX,-99.26,19.37
223,Jardines del Pedregal,"Av. San Jeronimo No. 240, Col. Jardines del Pedregal",Mexico City,DIF,MX,-99.2,19.34
224,Universidad Anahuac,"Av. Lomas Anahuac, s/n., Lomas Anahuac,  Huixquilucan",Mexico City,DIF,MX,-99.27,19.4
225,SPA,"Calzada Taxquena No. 1475, Colonia Campestre Churubusco",Mexico City,DIF,MX,-99.13,19.34
226,HSBC Corporate,"Av Paseo de la Reforma 347 esq Rio Tiber, Colonia Juarez, Delegacion Cuauhtemoc",Mexico City,DIF,MX,-99.17,19.43
227,Felix Cuevas,"Felix Cuevas #6, esq Insurgentes Sur",Mexico City,DIF,MX,-99.18,19.37
228,Alameda,"Av. Juarez No. 76, Col. Centro",Mexico City,DIF,MX,-99.15,19.44
229,Coapa Chedraui,"Calzada del Hueso # 670, Local 32-35, Col. Los Robles",Mexico City,DIF,MX,-99.12,19.3
230,MEX - Mexico City Airport T2 Lleg,"Capitan Carlos Leon s/n Colonia Penon, de los Banos",Mexico City,DIF,MX,-99.08,19.42
231,Prado Norte,"Prado Norte #324 Local 2 manzana 16, lote 15 Col. Lomas de Chapultepec",Mexico City,DIF,MX,-99.21,19.43
232,Bolsa Mexicana de Valores,"Av. Paseo de La reforma # 255, Co. Cuauhtemoc",Mexico City,DIF,MX,-99.16,19.43
233,Centro Coyoacan,"Av. Coyoacan #2000, Local 201-A, Colonia",Mexico City,DIF,MX,-99.17,19.36
234,Ampliacion Santa Fe III,"Av. Vasco de Quiroga 3800 loc. 255, Col Antigua Mina di Totolapa",Mexico City,DIF,MX,-99.28,19.36
235,Cuidad Jardin,Avenue Bordo de Xochiaca,Mexico City,DIF,MX,-99.02,19.42
236,San Jose Insurgentes,Damas # 130 Col. San Jose Insurgentes,Mexico City,DIF,MX,-99.18,19.36
237,MEX - Mexico City Airport T2 PA NAC,"Capitan Carlos Leon s/n Colonia Penon, de los Banos",Mexico City,DIF,MX,-99.08,19.42
238,Medica Sur Lomas,Acueducto Rio Hondo # 20 Col. Virreyes,Mexico City,DIF,MX,-99.21,19.42
239,Parque Duraznos,"Bosque de Duraznos, No. 39, Col Bosques de las Lomas, Miguel Hidalgo",Mexico City,DIF,MX,-99.24,19.4
240,Universidad 767,"Av. Universidad No. 757 Col. Del Valle, Delegacion Benito Juarez",Mexico City,DIF,MX,-99.16,19.38
241,Fiesta Americana Reforma,"80 Avenue Pase de la Reforma, P.B. Col. Juarez",Mexico City,DIF,MX,-99.15,19.43
242,Bellavista,"Av. De las Fuentes #1-A,",Mexico City,DIF,MX,-99.25,19.52
243,Galerias Coapa (Dead),"Calzada Del Hueso No. 519, Col Residensial Acoxpa. Local 189",Mexico City,DIF,MX,-99.12,19.3
244,Tlacoquermecatl,191 Tlacoquermecatl Col. Del Valle,Mexico City,DIF,MX,-99.17,19.38
245,Durango,"Durango # 205, Local 01 Col. Roma C.P",Mexico City,DIF,MX,-99.16,19.42
246,Reforma Varsovia,"Av. Paseo de la Reforma # 374, Local 2",Mexico City,DIF,MX,-99.17,19.43
247,Insurgentes Juan Pablo,"Insurgentes Sur #1743, Pb Col. Napoles, Del. Benito Juarez",Mexico City,DIF,MX,-99.18,19.36
248,Plaza Delta II,"Av. Cuauhtemoc 462, Parque Delta",Mexico City,DIF,MX,-99.16,19.4
249,Santa Teresa,"Camino a Santa Teresa #13, Col: Heroes de Padierna,",Mexico City,DIF,MX,-99.22,19.31
250,Gran Sur,"Av. del Iman # 151, Local  98",Mexico City,DIF,MX,-99.16,19.31
251,Vista Hermosa,"Av. Camino al Olivo No. 22, Col. Lomas de Vistahermosa",Mexico City,DIF,MX,-99.28,19.37
252,Pennsylvania,"Pennsylvania #143 Col. Napoles, Delegacion Benito Juarez",Mexico City,DIF,MX,-99.18,19.39
253,Reforma Angel Sheraton,"Av. Paseo de la Reforma no. 325, local 2, 3, 4 y 5 Col. Cuauhtemoc c.p.",Mexico City,DIF,MX,-99.17,19.43
254,Hospital Angeles Pedregal I,"Camino a Santa Teresa 1055, Col Heroes de Padierna",Mexico City,DIF,MX,-99.22,19.31
255,Plaza Universidad,Av Universidad 1000  Sta Cruz B juarez,Mexico City,DIF,MX,-99.15,19.37
256,Torres Lindavista,"Av Othon de Mendizabal No 343, Loc Z-100-B",Mexico City,DIF,MX,-99.15,19.51
257,Tamaulipas,"Av. Tamaulipas No. 55, loc. 101, Col. Condesa",Mexico City,DIF,MX,-99.17,19.41
258,Magnocentro,"Blvrd. Magnocentro, Lote 2, Mz 1",Mexico City,DIF,MX,-99.27,19.41
259,Via Acoxpa,"Calzada Acoxpa No. 438 Col. Prado Coapa, Deleg. Coyoacan",Mexico City,DIF,MX,-99.14,19.3
260,Samara II,"Ave Santa Fe No. 94, Col Zedec Santa Fe",Mexico City,DIF,MX,-99.26,19.37
261,Tuxpan 53,"Tuxpan #53 esquina Tehuantepec, Col. Roma",Mexico City,DIF,MX,-99.16,19.41
262,Santa Fe 2,"Guillermo Gonzalez Camarena 1500, Loc 1, Centro de Cd. Santa Fe",Mexico City,DIF,MX,-99.26,19.37
263,Pestalozzi,"Pestalozzi No. 1166 Local 1, Del Valle Centro District",Mexico City,DIF,MX,-99.16,19.38
264,Torre Mayor,"Av. Paseo de la Reforma, no. 505 local PB-11",Mexico City,DIF,MX,-99.18,19.42
265,San Mateo Shopping Center,201 Avenue Adolfo Lopez Mateos,Mexico City,DIF,MX,-99.25,19.48
266,Lomas Plaza,"Blvd. Manuel Avila Camacho #50 y 66, Locales B02 y B03",Mexico City,DIF,MX,-99.21,19.43
267,MEX - Aeropuerto Internacional II,"Av. Capitan Carlos Leon s/n, Sala E, Col",Mexico City,DIF,MX,-99.08,19.42
268,Torre Caballito,"Paseo de la Reforma 10, Col. Tabacalera, Del. Cuauhtemoc",Mexico City,DIF,MX,-99.15,19.44
269,16 de Septiembre,"16 de septiembre # 79 , Local 102",Mexico City,DIF,MX,-99.1,19.33
270,Marina Nacional,"Bahia San Hipolito 43 Locales 1 y 2, Colonia Anahuac",Mexico City,DIF,MX,-99.18,19.44
271,Tezoquipa,"Calzada de Tlalpan 4998 Col. La Joya, Del. Tlalpan",Mexico D F,DIF,MX,-99.16,19.28
272,Plateros,A Lopez Mateos 1701 Plateros A Obregón,Mexico D F,DIF,MX,-99.19,19.37
273,Grand San Jeronimo,"Calle Iglesia 270 Esq. Av Rio Magdalena, Col. Tizapan de San Angel Del A. Obregon",Mexico D F,DIF,MX,-99.2,19.34
274,Tlalpan Nativitas,"Calz de Tlalpan 1037 Col Americas Unidas, Del. Benito Juarez",Mexico D.F,DIF,MX,-99.14,19.38
275,Carracci,"Carracci n. 3 esq. Av. Patriotismo, Col. San Juan Mixcoac",Mexico DF,DIF,MX,-99.18,19.41
276,Capital Reforma II,"Reforma 250 esq. Niza Col Cuauhtemoc, Reforma 250 esq. Niza Col Cuauhtemoc",Mexico DF,DIF,MX,-99.16,19.43
277,Copilco 20,"Enriquez Urena 20 Col Los Reyes Coyoacan, Del. Coyoacan",Mexico DF,DIF,MX,-99.16,19.34
278,Plaza Exhibimex,"Calle 10 N-132 San Pedro de los Pinos, Del Alvaro Obregón",Mexico DF,DIF,MX,-99.19,19.39
279,Galerias Insurgentes II,"Av Insurgentes sur esquina Parroquia, Parroquia 194, Colonia del Valle.",Mexico DF,DIF,MX,-99.18,19.37
280,Forum Buenavista II,"Eje 1 Nte Mosqueta 259 Buenavista, Eje 1 Nte Mosqueta 259 Buenavista",Mexico DF,DIF,MX,-99.15,19.45
281,"Shiller, Masaryk 111","Shiller esquina Masaryk 111, Polanco, Shiller esquina Masaryk 111, Polanco",Mexico DF,DIF,MX,-99.19,19.43
282,Axomiatla II,"Calz. Las Aguilas 1953 Col. Axomiatla, Del. Alvaro Obregon",Mexico DF,DIF,MX,-99.25,19.34
283,Plaza Basica,"Av. Leyes de Reforma esq. Baratillo, Col. Ejidos del Moral Del. Iztapalapa",Mexico DF,DIF,MX,-99.09,19.38
284,Reforma 180,"Paseo de la Reforma 180, Reforma esquina Insurgentes",México DF,DIF,MX,-99.16,19.43
285,Paseo Durango,Blvd. Felipe Pescador #1401,Durango,DUR,MX,-104.66,24.04
286,Gomez Palacio,Av.Miguel Aleman No.625 Esq.Versalles,Gomez Palacio,DUR,MX,-103.5,25.55
287,Fiesta American Condesa,Avenue Costera Miguel Aleman 97,Acapulco,GRO,MX,-99.87,16.86
288,Fragata Costa Azul,Costera Miguel Aleman esq. Fragata Acap,ACAPULCO,GRO,MX,-99.91,16.85
289,Galerias Diana Plaza Emporio,Costera Miguel Aleman S/N,Acapulco,GRO,MX,-99.87,16.86
290,Costa Azul,"Av. Costera Miguel Aleman # 2148, Fracc. Costal Azul",Acapulco,GRO,MX,-99.85,16.84
291,Acapulco Diamante - Relocation,"52 Boulevard de las Naciones, Locales 28, 29 y 30",Acapulco,GRO,MX,-99.81,16.79
292,La Isla Acapulco,"18 Boulevard de las Naciones, Lote 1. Mza. 5 Local 66.",Acapulco,GRO,MX,-99.78,16.77
293,Galerias Acapulco,"Av. Costera Miguel Aleman, Av.Wilfrido Massieu",Acapulco,GRO,MX,-99.87,16.86
294,Galerias Celaya,Col. Las Compuertas Del Campestre,Celaya,GUA,MX,-100.78,20.53
295,Lopez Mateos 1,"Blvd Adolfo Lopez Mateos 1025 Loc 5, Renacimiento",Celaya,GUA,MX,-100.83,20.52
296,Celaya Campestre,"Blvd Lopez Mateos #1245 Ote., Col. Centro",Celaya,GUA,MX,-100.79,20.52
297,Guanajuato Centro,Jardin de la Union S/N,Guanajuato,GUA,MX,-101.25,21.02
298,Irapuato 1,Boulevard Villas de Irapuato 1362,Irapuato,GUA,MX,-101.38,20.68
299,Carretera - Irapuato,"Carretera Federal León  Querétaro, Libramiento Norponiente #7866",Irapuato,GUA,MX,-101.31,20.71
300,Plaza Cibeles,"Blvd. Villas de Irapuato, CC Cibeles",Irapuato,GUA,MX,-101.37,20.68
301,Plaza Mayor II,"Blvd. Juan Alonso de Torres #2002, Col. Valle del Campestre",Leon,GUA,MX,-101.7,21.15
302,Mariano Escobedo,"Blv Mariano Escobedo No. 2502 y 2504, Local 7 y 8, Col. Leon Moderno",Leon,GUA,MX,-101.66,21.11
303,Galerias Las Torres,"Blvd. Juan Alonso de Torres #1315, San Jose del Consuelo",Leon,GUA,MX,-101.6,21.13
304,Plaza Zentro,"1115 Paseo del Moral Avenue, Local 1 y 1A, Col. Valle del Campestre",Leon,GUA,MX,-101.69,21.15
305,Puerta Bajio,"Blvd. Paseo de los Insurgentes #3356, Col. San Jose de Las Piletas",Leon,GUA,MX,-101.73,21.17
306,Plaza Mayor Leon,"2002 Juan Alonso de Torres Boulevard, Col. Valle del Campestre, C.P.",Leon,GUA,MX,-101.7,21.15
307,Las Torres,1401 Boulevard Juan Alonso de Torres Pte,Leon,GUA,MX,-101.7,21.15
308,Altacia,"Blvd. Aeropuerto #104 Cerrito de Jerez, Leon Sur",Leon,GUA,MX,-101.63,21.09
309,Galerias Leon,"Blvd. Adolfo Lopez Mateos No. 1702, Col. Parque Manzanares",Leon,GUA,MX,-101.66,21.12
310,Centro Max,"2510 Adolfo Lopez Mateos Boulevard, Local 27, 28, 29 y kiosco 5 , Col. Mega",Leon,GUA,MX,-101.64,21.1
311,Outlet Leon,"Blvd. Aeropuerto #843 local 77-B, Col. Predio Santa Anita",Leon,GUA,MX,-101.61,21.09
312,Salamanca Power Town,"Camino a Mancera No. 214,, Fracc. Residecial Las Glorias",Salamanca,GUA,MX,-101.22,20.58
313,San Miguel Centro,3 Canal,San Miguel de Allende,GUA,MX,-100.74,20.91
314,One Silao,"C. Leon-Silao km 153, Col. Sn Antonio",Siloa,GUA,MX,-101.46,20.97
315,Galerias Pachuca,"Camino Real de la Plata no. 100 y 102, Loc. 125, col. zona plateada",Pachuca,HID,MX,-98.77,20.1
316,Pachuca San Javier,Everado Marquwz 1100,Pachuca,HID,MX,-98.75,20.11
317,Urban Center La Rioja,"Av. Lopez Mateos Sur S/N, Tlajomulco",Guadalajara,JAL,MX,-103.39,20.67
318,Apto Gdl Llegadas Nacionales,C. Guadalajara Chapala Km 17,Guadalajara,JAL,MX,-103.29,20.53
319,Americas Guadalajara,Av. Americas # 346,Guadalajara,JAL,MX,-103.37,20.68
320,Providencia Guadalajara,"Ave. Providencia #2951, Col Providencia",Guadalajara,JAL,MX,-103.39,20.7
321,GDL - Aeropuerto Guadalajara PB,"Carretera Guadalajara-Chapala, Km. 17.5,",Guadalajara,JAL,MX,-103.3,20.52
322,Ciudad Granjas,"Calzada Norte #7195 Col. Ciudad Granja, Zapopan",Guadalajara,JAL,MX,-103.45,20.68
323,Cordilleras,Avenue de la Patria,Guadalajara,JAL,MX,-103.42,20.66
324,Las Fuentes,Av. Lopez Mateos s/n,Guadalajara,JAL,MX,-103.42,20.62
325,Valle Real Guadalajara,"Prolongacion Avenida Santa Margarita, #4860, Subancla 3,",Guadalajara,JAL,MX,-103.44,20.73
326,Jardines Vallarta,Juan Palomar & Arias # 123 Local 1,Guadalajara,JAL,MX,-103.43,20.68
327,Technology Park,Carretra a Nogales No. 4760,Guadalajara,JAL,MX,-103.49,20.72
328,Tecos,4275 Pablo Neruda & Patria Avenue,Guadalajara,JAL,MX,-103.41,20.69
329,Iteso,8650 Camino al Iteso,Guadalajara,JAL,MX,-103.42,20.61
330,Chapultepec Guadalajara,Av. Lopez Cotilla #1465,Guadalajara,JAL,MX,-103.37,20.67
331,Plaza Mexico,3300 Avenue Mexico,Guadalajara,JAL,MX,-103.4,20.68
332,Patio Patria,"Av Patria S/N Esq Paseo Royal Country, Fracc Royal Country Jalisco",Guadalajara,JAL,MX,-103.42,20.7
333,Plaza del Sol,"2375 Adolfo Lopez Mateos Boulevard, Local 4A-Zona C, Col. Ciudad del Sol",Guadalajara,JAL,MX,-103.4,20.65
334,Guadalajara Centro,"Calle Morelos # 219 Col. Centro, entre calles Maestranza y Degollado",Guadalajara,JAL,MX,-103.35,20.68
335,Galerias Guadalajara,"Av. Rafael Sanzio No. 150, Local C4 Nivel Vallarta",Guadalajara,JAL,MX,-103.43,20.68
336,Real Center,"Av.Santa Margarita esq.Servidor Publico, Municipio de Zapopan",Guadalajara,JAL,MX,-103.43,20.73
337,Minerva Guadalajara,Blvrd. Lopez Mateos,Guadalajara,JAL,MX,-103.39,20.67
338,Sania,"Av. Vallarta entre Juan Palomar, y Aria",Guadalajara,JAL,MX,-103.39,20.68
339,GDL - Guadalajara Intl Airport,Carretera Guadalajara Chapala Km 17.5,Guadalajara,JAL,MX,-103.3,20.52
340,Gran Plaza,"Av Vallarta 3959, Col Don Bosco, Zapopan",Guadalajara,JAL,MX,-103.4,20.67
341,Mariano Otero,"Mariano Otero No 3295, Fracc Verde Valle",Guadalajara,JAL,MX,-103.39,20.65
342,Galerias Guadalajara 2,"150 Avenue Rafael Sanzio, Local 05, Nivel Terrasa, Col. La Estancia",Guadalajara,JAL,MX,-103.43,20.68
343,Expo Guadalajara,"Av. Mariano Otero #1499, Col. Verde Valle",Guadalajara,JAL,MX,-103.39,20.65
344,Terranova,"1025 Terranova , Colonia Lomas de Provid",Guadalajara,JAL,MX,-103.39,20.69
345,Zona Financiera,"Av. Americas & Av. Providencia, Colonia",Guadalajara,JAL,MX,-103.38,20.7
346,Centro Magno,"Av. Vallarta #2425, Atrio Central, Colon",Guadalajara,JAL,MX,-103.38,20.67
347,GDL - Aeropuerto Guadalajara Pta,"Carretera Guadalajara-Chapala, Km. 17.5,",Guadalajara,JAL,MX,-103.3,20.52
348,Alcalde,"Av. Alcalde #1931 esq. Felix, Palavicini",Guadalajara,JAL,MX,-103.35,20.69
349,Chapalita Guadalajara,"Av. Guadalupe #1559, Colonia Chapalita",Guadalajara,JAL,MX,-103.41,20.67
350,Bugambilias Guadalajara,"Boulevard Bugambilias #2299, Local D - 4,  Col. Bugambilias",Guadalajara,JAL,MX,-103.45,20.6
351,Oblatos,Av. Circunvalación No 2700 Col. Oblatos.,Guadalajara,JAL,MX,-103.3,20.69
352,Andares,Puerta de Hierro Blvd. Col. Lomas Altas,Guadalajara,JAL,MX,-103.32,20.7
353,Copernico,"5435 Copernico Avenue, Colonia Arboledas",Guadalajara,JAL,MX,-103.42,20.63
354,Avila Camacho,Avenida Manuel Avila Camacho # 3240,Guadalajara,JAL,MX,-103.37,20.71
355,Nima Bay,"Paseo de la Marina No. 121 Local 25,, Fracc. La Marina Vallarta",Puerto Vallarta,JAL,MX,-105.25,20.67
356,Plaza Peninsula,2485 Boulevard Francisco Medina Ascencio,Puerto Vallarta,JAL,MX,-105.24,20.65
357,Malecon Vallarta II,"Paseo Diaz Ordaz No. 920 Local A, Centro",Puerto Vallarta,JAL,MX,-105.23,20.61
358,Galerias Vallarta,2920 Francisco Medina Asencio Boulevard,Puerto Vallarta,JAL,MX,-105.24,20.66
359,Malecon 1,Paseo Diaz Ordaz,Puerto Vallarta,JAL,MX,-86.82,21.15
360,Paradise Plaza,"Avenida Paseo de Los Cocoteros, 85 Sur Locales",Puerto Vallarta,JAL,MX,-105.29,20.69
361,Las Juntas,"Parcela 158, Z1 P3/5, Local 1, Col. Las Juntas",Puerto Vallarta,JAL,MX,-105.26,20.69
362,Palomar,"Av. Lopez Mateos No. 1307 Local 1, El Palomar District",Tlajomulco,JAL,MX,-103.44,20.59
363,Forum Tlaquepaque,"Av. Gen Marcelino Garcia Barragan # 2077, Col. El Paradero",Tlaquepaque,JAL,MX,-103.32,20.65
364,Tec Guadalajara,Ave Gral Ramon Corona 2514,Zapopan,JAL,MX,-103.45,20.73
365,Plaza Los Robles,"Carretera a Tesistan No 2, Los Robles",Zapopan,JAL,MX,-103.42,20.75
366,Patria Acueducto Guadalajara,"Av. Patria No. 2051-4, lote 8",Zapopan,JAL,MX,-103.42,20.7
367,Ciudad Lazaro Cardenas,Av. Las Palmas 1559,Lazaro Cardenas,MIC,MX,-102.21,17.98
368,Camelinas,1494 Camelinas Avenue,Morelia,MIC,MX,-101.18,19.68
369,Ventura Puente,"Av.Ventura Puente #744, Col. Ventura Puente",Morelia,MIC,MX,-101.18,19.69
370,La Huerta,Calzada de la Huerta # 2713,Morelia,MIC,MX,-101.22,19.68
371,Morelia Campestre,450 Avenue Enrique Ramirez Miguel,Morelia,MIC,MX,-101.16,19.69
372,Paseo Altozano,Avenue Tecnologico de Monterrey,Morelia,MIC,MX,-101.17,19.65
373,Uruapan II DT,"Calle Lazaro Cardenas #2109, Esquina Bruselas",Uruapan,MIC,MX,-102.07,19.41
374,CC Uruapan,"Blvd Industrial No. 1241 Local A-10 y 11, Col. Villa Uruapan",Uruapan,MIC,MX,-102.04,19.42
375,Domingo Diez,Avenue Domingo Diez #1003 Locales 1y2,Cuernavaca,MOR,MX,-99.24,18.95
376,Zapata,904 Avenue Emiliano Zapata,Cuernavaca,MOR,MX,-99.25,18.96
377,Cuernavaca Vistahermosa,Av. Rio de Mayo,Cuernavaca,MOR,MX,-99.22,18.93
378,Galerias Cuernavaca,"Carr. Mexico-Acapulco S/N, Local 158",Cuernavaca,MOR,MX,-99.19,18.94
379,Cuernavaca Centro,"Salazar No. 40 Col. Centro, Benito Juarez",Cuernavaca,MOR,MX,-99.23,18.92
380,Sendero La Fe,"Carretera Miguel Aleman No. 789, Ave. Del Telefono",Apodaca,MX,MX,-100.19,25.76
381,Zona Esmeralda,"Via Jorge Jimenez Cantu s/n, loc. 1",Atizapan de Zaragoza,MX,MX,-99.3,19.56
382,Plaza Las Flores,"Via Jose Lopez Portillo No 105, entre Boulevard Coacalco y Providencia",Coacalco,MX,MX,-99.1,19.64
